Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;Total Nacional;Extranjera: Total;2007T4;12,43
Ambos sexos;Total Nacional;Extranjera: Total;2007T3;11,74
Ambos sexos;Total Nacional;Extranjera: Total;2007T2;12
Ambos sexos;Total Nacional;Extranjera: Total;2007T1;12,58
Ambos sexos;Total Nacional;Extranjera: Total;2006T4;11,96
Ambos sexos;Total Nacional;Extranjera: Total;2006T3;10,87
Ambos sexos;Total Nacional;Extranjera: Total;2006T2;11,93
Ambos sexos;Total Nacional;Extranjera: Total;2006T1;12,33
Ambos sexos;Total Nacional;Extranjera: Total;2005T4;10,24
Ambos sexos;Total Nacional;Extranjera: Total;2005T3;10,15
Ambos sexos;Total Nacional;Extranjera: Total;2005T2;11,55
Ambos sexos;Total Nacional;Extranjera: Total;2005T1;13,78
Ambos sexos;Total Nacional;Extranjera: Total;2004T4;13,14
Ambos sexos;Total Nacional;Extranjera: Total;2004T3;13,7
Ambos sexos;Total Nacional;Extranjera: Total;2004T2;13,5
Ambos sexos;Total Nacional;Extranjera: Total;2004T1;14,08
Ambos sexos;Total Nacional;Extranjera: Total;2003T4;14,88
Ambos sexos;Total Nacional;Extranjera: Total;2003T3;14,45
Ambos sexos;Total Nacional;Extranjera: Total;2003T2;15,04
Ambos sexos;Total Nacional;Extranjera: Total;2003T1;17,9
Ambos sexos;Total Nacional;Extranjera: Total;2002T4;15,34
Ambos sexos;Total Nacional;Extranjera: Total;2002T3;14,33
Ambos sexos;Total Nacional;Extranjera: Total;2002T2;13,8
Ambos sexos;Total Nacional;Extranjera: Total;2002T1;14,27
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2025T4;10,8
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2025T3;11,64
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2025T2;10,12
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2025T1;11,71
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2024T4;11,7
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2024T3;12,17
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2024T2;12,18
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2024T1;13,15
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2023T4;13,68
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2023T3;13,74
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2023T2;14,17
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2023T1;16,11
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2022T4;15,45
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2022T3;15,31
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2022T2;14,6
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2022T1;17,77
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2021T4;15,92
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2021T3;17,98
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2021T2;21,13
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2021T1;20,43
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2020T4;21,86
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2020T3;20,15
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2020T2;20,54
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2020T1;17,41
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2019T4;15,3
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2019T3;14,68
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2019T2;14,75
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2019T1;16,34
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2018T4;16,16
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2018T3;17,34
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2018T2;17,4
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2018T1;19,7
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2017T4;19,61
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2017T3;19,46
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2017T2;19,26
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2017T1;20,48
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2016T4;20,14
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2016T3;22,24
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2016T2;23,57
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2016T1;23,85
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2015T4;23,92
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2015T3;24,84
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2015T2;23,82
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2015T1;27,37
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2014T4;27,19
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2014T3;28,13
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2014T2;30,82
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2014T1;32,4
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2013T4;29,83
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2013T3;28,92
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2013T2;29,47
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2013T1;32,94
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2012T4;29,85
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2012T3;29,02
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2012T2;29,52
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2012T1;32,8
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2011T4;29,75
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2011T3;26,27
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2011T2;27,67
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2011T1;30,66
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2010T4;28,88
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2010T3;26,3
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2010T2;25,83
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2010T1;25,62
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2009T4;24,11
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2009T3;24,87
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2009T2;23,75
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2009T1;24,16
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2008T4;17,98
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2008T3;17,35
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2008T2;15,27
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2008T1;13,37
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2007T4;11,5
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2007T3;10,34
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2007T2;11,22
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2007T1;11,57
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2006T4;10,05
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2006T3;9,27
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2006T2;10,09
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2006T1;8,01
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2005T4;8,25
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2005T3;7,49
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2005T2;9,2
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2005T1;8,01
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2004T4;8,98
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2004T3;9,32
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2004T2;10,14
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2004T1;9,35
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2003T4;8,44
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2003T3;8,93
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2003T2;8,49
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2003T1;13,1
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2002T4;14,46
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2002T3;10,54
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2002T2;7,61
Ambos sexos;Total Nacional;Extranjera: Unión Europea;2002T1;9,54
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2025T4;15,85
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2025T3;16,52
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2025T2;17,37
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2025T1;18,29
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2024T4;17,32
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2024T3;17,14
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2024T2;18,56
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2024T1;20,66
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2023T4;18,49
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2023T3;17,64
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2023T2;18,22
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2023T1;21,48
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2022T4;20,24
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2022T3;19,88
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2022T2;20,77
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2022T1;22,71
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2021T4;22,8
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2021T3;23,07
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2021T2;24,59
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2021T1;28,87
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2020T4;28,84
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2020T3;28,26
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2020T2;27,13
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2020T1;23,21
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2019T4;22,72
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2019T3;22,02
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2019T2;23,53
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2019T1;23,61
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2018T4;23,53
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2018T3;22,55
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2018T2;24,52
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2018T1;27
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2017T4;25,85
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2017T3;24,71
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2017T2;26,31
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2017T1;28,35
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2016T4;27,35
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2016T3;26,32
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2016T2;29,49
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2016T1;33,18
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2015T4;30,94
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2015T3;31,21
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2015T2;34,68
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2015T1;37,26
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2014T4;36,96
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2014T3;35,68
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2014T2;36,06
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2014T1;40,77
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2013T4;40,03
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2013T3;40,55
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2013T2;38,94
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2013T1;42,24
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2012T4;39,64
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2012T3;37,45
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2012T2;38,69
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2012T1;38,65
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2011T4;36,6
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2011T3;35,22
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2011T2;33,27
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2011T1;32,36
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2010T4;30,8
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2010T3;30,31
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2010T2;31,77
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2010T1;32,65
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2009T4;31,81
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2009T3;28,19
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2009T2;29,69
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2009T1;30,17
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2008T4;22,47
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2008T3;17,39
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2008T2;16,82
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2008T1;15,31
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2007T4;12,82
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2007T3;12,3
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2007T2;12,33
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2007T1;12,98
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2006T4;12,21
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2006T3;11,08
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2006T2;12,19
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2006T1;12,9
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2005T4;10,51
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2005T3;10,52
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2005T2;11,9
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2005T1;14,68
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2004T4;13,76
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2004T3;14,4
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2004T2;14,12
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2004T1;14,78
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2003T4;15,77
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2003T3;15,24
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2003T2;16,05
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2003T1;18,74
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2002T4;15,52
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2002T3;15,16
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2002T2;15,11
Ambos sexos;Total Nacional;Extranjera: No pertenecientes a la Unión Europea;2002T1;15,37
Ambos sexos;01 Andalucía;Total;2025T4;14,66
Ambos sexos;01 Andalucía;Total;2025T3;15,27
Ambos sexos;01 Andalucía;Total;2025T2;14,85
Ambos sexos;01 Andalucía;Total;2025T1;16,14
Ambos sexos;01 Andalucía;Total;2024T4;15,76
Ambos sexos;01 Andalucía;Total;2024T3;16,06
Ambos sexos;01 Andalucía;Total;2024T2;16,27
Ambos sexos;01 Andalucía;Total;2024T1;17,77
Ambos sexos;01 Andalucía;Total;2023T4;17,61
Ambos sexos;01 Andalucía;Total;2023T3;18,77
Ambos sexos;01 Andalucía;Total;2023T2;18,2
Ambos sexos;01 Andalucía;Total;2023T1;18,38
Ambos sexos;01 Andalucía;Total;2022T4;19,05
Ambos sexos;01 Andalucía;Total;2022T3;19,1
Ambos sexos;01 Andalucía;Total;2022T2;18,76
Ambos sexos;01 Andalucía;Total;2022T1;19,55
Ambos sexos;01 Andalucía;Total;2021T4;20,31
Ambos sexos;01 Andalucía;Total;2021T3;22,61
Ambos sexos;01 Andalucía;Total;2021T2;21,77
Ambos sexos;01 Andalucía;Total;2021T1;22,75
Ambos sexos;01 Andalucía;Total;2020T4;22,74
Ambos sexos;01 Andalucía;Total;2020T3;23,8
Ambos sexos;01 Andalucía;Total;2020T2;21,32
Ambos sexos;01 Andalucía;Total;2020T1;21,21
Ambos sexos;01 Andalucía;Total;2019T4;20,8
Ambos sexos;01 Andalucía;Total;2019T3;21,83
Ambos sexos;01 Andalucía;Total;2019T2;21,04
Ambos sexos;01 Andalucía;Total;2019T1;21,08
Ambos sexos;01 Andalucía;Total;2018T4;21,26
Ambos sexos;01 Andalucía;Total;2018T3;22,85
Ambos sexos;01 Andalucía;Total;2018T2;23,09
Ambos sexos;01 Andalucía;Total;2018T1;24,74
Ambos sexos;01 Andalucía;Total;2017T4;24,43
Ambos sexos;01 Andalucía;Total;2017T3;25,41
Ambos sexos;01 Andalucía;Total;2017T2;25,24
Ambos sexos;01 Andalucía;Total;2017T1;26,94
Ambos sexos;01 Andalucía;Total;2016T4;28,25
Ambos sexos;01 Andalucía;Total;2016T3;28,52
Ambos sexos;01 Andalucía;Total;2016T2;29,07
Ambos sexos;01 Andalucía;Total;2016T1;29,7
Ambos sexos;01 Andalucía;Total;2015T4;29,83
Ambos sexos;01 Andalucía;Total;2015T3;31,73
Ambos sexos;01 Andalucía;Total;2015T2;30,98
Ambos sexos;01 Andalucía;Total;2015T1;33,62
Ambos sexos;01 Andalucía;Total;2014T4;34,23
Ambos sexos;01 Andalucía;Total;2014T3;35,21
Ambos sexos;01 Andalucía;Total;2014T2;34,74
Ambos sexos;01 Andalucía;Total;2014T1;34,94
Ambos sexos;01 Andalucía;Total;2013T4;36,26
Ambos sexos;01 Andalucía;Total;2013T3;36,19
Ambos sexos;01 Andalucía;Total;2013T2;35,67
Ambos sexos;01 Andalucía;Total;2013T1;36,77
Ambos sexos;01 Andalucía;Total;2012T4;35,71
Ambos sexos;01 Andalucía;Total;2012T3;35,21
Ambos sexos;01 Andalucía;Total;2012T2;33,59
Ambos sexos;01 Andalucía;Total;2012T1;32,9
Ambos sexos;01 Andalucía;Total;2011T4;31,01
Ambos sexos;01 Andalucía;Total;2011T3;30,69
Ambos sexos;01 Andalucía;Total;2011T2;29,45
Ambos sexos;01 Andalucía;Total;2011T1;29,37
Ambos sexos;01 Andalucía;Total;2010T4;28,04
Ambos sexos;01 Andalucía;Total;2010T3;28,38
Ambos sexos;01 Andalucía;Total;2010T2;27,62
Ambos sexos;01 Andalucía;Total;2010T1;27,05
Ambos sexos;01 Andalucía;Total;2009T4;26,27
Ambos sexos;01 Andalucía;Total;2009T3;25,51
Ambos sexos;01 Andalucía;Total;2009T2;25,26
Ambos sexos;01 Andalucía;Total;2009T1;23,94
Ambos sexos;01 Andalucía;Total;2008T4;21,66
Ambos sexos;01 Andalucía;Total;2008T3;18,21
Ambos sexos;01 Andalucía;Total;2008T2;16,16
Ambos sexos;01 Andalucía;Total;2008T1;14,78
Ambos sexos;01 Andalucía;Total;2007T4;13,96
Ambos sexos;01 Andalucía;Total;2007T3;12,57
Ambos sexos;01 Andalucía;Total;2007T2;11,95
Ambos sexos;01 Andalucía;Total;2007T1;12,52
Ambos sexos;01 Andalucía;Total;2006T4;12,22
Ambos sexos;01 Andalucía;Total;2006T3;12,43
Ambos sexos;01 Andalucía;Total;2006T2;12,53
Ambos sexos;01 Andalucía;Total;2006T1;13,31
Ambos sexos;01 Andalucía;Total;2005T4;13,8
Ambos sexos;01 Andalucía;Total;2005T3;13,5
Ambos sexos;01 Andalucía;Total;2005T2;13,71
Ambos sexos;01 Andalucía;Total;2005T1;14,29
Ambos sexos;01 Andalucía;Total;2004T4;15,99
Ambos sexos;01 Andalucía;Total;2004T3;17,47
Ambos sexos;01 Andalucía;Total;2004T2;17,36
Ambos sexos;01 Andalucía;Total;2004T1;17,15
Ambos sexos;01 Andalucía;Total;2003T4;18,35
Ambos sexos;01 Andalucía;Total;2003T3;18,5
Ambos sexos;01 Andalucía;Total;2003T2;17,95
Ambos sexos;01 Andalucía;Total;2003T1;19
Ambos sexos;01 Andalucía;Total;2002T4;20,15
Ambos sexos;01 Andalucía;Total;2002T3;20,26
Ambos sexos;01 Andalucía;Total;2002T2;18,62
Ambos sexos;01 Andalucía;Total;2002T1;18,95
Ambos sexos;01 Andalucía;Española;2025T4;13,9
Ambos sexos;01 Andalucía;Española;2025T3;14,29
Ambos sexos;01 Andalucía;Española;2025T2;13,96
Ambos sexos;01 Andalucía;Española;2025T1;15,17
Ambos sexos;01 Andalucía;Española;2024T4;15,16
Ambos sexos;01 Andalucía;Española;2024T3;15,59
Ambos sexos;01 Andalucía;Española;2024T2;15,57
Ambos sexos;01 Andalucía;Española;2024T1;16,91
Ambos sexos;01 Andalucía;Española;2023T4;17,11
Ambos sexos;01 Andalucía;Española;2023T3;18,28
Ambos sexos;01 Andalucía;Española;2023T2;17,9
Ambos sexos;01 Andalucía;Española;2023T1;18,18
Ambos sexos;01 Andalucía;Española;2022T4;19,05
Ambos sexos;01 Andalucía;Española;2022T3;18,75
Ambos sexos;01 Andalucía;Española;2022T2;18,23
Ambos sexos;01 Andalucía;Española;2022T1;18,94
Ambos sexos;01 Andalucía;Española;2021T4;19,74
Ambos sexos;01 Andalucía;Española;2021T3;21,92
Ambos sexos;01 Andalucía;Española;2021T2;21,19
Ambos sexos;01 Andalucía;Española;2021T1;22,13
Ambos sexos;01 Andalucía;Española;2020T4;22
Ambos sexos;01 Andalucía;Española;2020T3;22,61
Ambos sexos;01 Andalucía;Española;2020T2;20,55
Ambos sexos;01 Andalucía;Española;2020T1;20,69
Ambos sexos;01 Andalucía;Española;2019T4;20,23
Ambos sexos;01 Andalucía;Española;2019T3;21,19
Ambos sexos;01 Andalucía;Española;2019T2;20,68
Ambos sexos;01 Andalucía;Española;2019T1;20,98
Ambos sexos;01 Andalucía;Española;2018T4;21,15
Ambos sexos;01 Andalucía;Española;2018T3;22,47
Ambos sexos;01 Andalucía;Española;2018T2;22,83
Ambos sexos;01 Andalucía;Española;2018T1;24,53
Ambos sexos;01 Andalucía;Española;2017T4;24,27
Ambos sexos;01 Andalucía;Española;2017T3;24,73
Ambos sexos;01 Andalucía;Española;2017T2;24,83
Ambos sexos;01 Andalucía;Española;2017T1;27,12
Ambos sexos;01 Andalucía;Española;2016T4;28,39
Ambos sexos;01 Andalucía;Española;2016T3;28,77
Ambos sexos;01 Andalucía;Española;2016T2;29,06
Ambos sexos;01 Andalucía;Española;2016T1;29,41
Ambos sexos;01 Andalucía;Española;2015T4;29,82
Ambos sexos;01 Andalucía;Española;2015T3;31,36
Ambos sexos;01 Andalucía;Española;2015T2;30,67
Ambos sexos;01 Andalucía;Española;2015T1;33,27
Ambos sexos;01 Andalucía;Española;2014T4;33,95
Ambos sexos;01 Andalucía;Española;2014T3;34,66
Ambos sexos;01 Andalucía;Española;2014T2;34,28
Ambos sexos;01 Andalucía;Española;2014T1;34,72
Ambos sexos;01 Andalucía;Española;2013T4;35,89
Ambos sexos;01 Andalucía;Española;2013T3;35,76
Ambos sexos;01 Andalucía;Española;2013T2;35,27
Ambos sexos;01 Andalucía;Española;2013T1;36,05
Ambos sexos;01 Andalucía;Española;2012T4;35,6
Ambos sexos;01 Andalucía;Española;2012T3;34,68
Ambos sexos;01 Andalucía;Española;2012T2;32,78
Ambos sexos;01 Andalucía;Española;2012T1;32,09
Ambos sexos;01 Andalucía;Española;2011T4;30,27
Ambos sexos;01 Andalucía;Española;2011T3;29,72
Ambos sexos;01 Andalucía;Española;2011T2;28,5
Ambos sexos;01 Andalucía;Española;2011T1;28,36
Ambos sexos;01 Andalucía;Española;2010T4;27,15
Ambos sexos;01 Andalucía;Española;2010T3;27,59
Ambos sexos;01 Andalucía;Española;2010T2;26,82
Ambos sexos;01 Andalucía;Española;2010T1;26,31
Ambos sexos;01 Andalucía;Española;2009T4;25,68
Ambos sexos;01 Andalucía;Española;2009T3;24,69
Ambos sexos;01 Andalucía;Española;2009T2;24,56
Ambos sexos;01 Andalucía;Española;2009T1;23,26
Ambos sexos;01 Andalucía;Española;2008T4;20,74
Ambos sexos;01 Andalucía;Española;2008T3;17,5
Ambos sexos;01 Andalucía;Española;2008T2;15,75
Ambos sexos;01 Andalucía;Española;2008T1;14,5
Ambos sexos;01 Andalucía;Española;2007T4;13,83
Ambos sexos;01 Andalucía;Española;2007T3;12,4
Ambos sexos;01 Andalucía;Española;2007T2;11,82
Ambos sexos;01 Andalucía;Española;2007T1;12,29
Ambos sexos;01 Andalucía;Española;2006T4;12,17
Ambos sexos;01 Andalucía;Española;2006T3;12,34
Ambos sexos;01 Andalucía;Española;2006T2;12,39
Ambos sexos;01 Andalucía;Española;2006T1;13,15
Ambos sexos;01 Andalucía;Española;2005T4;13,84
Ambos sexos;01 Andalucía;Española;2005T3;13,66
Ambos sexos;01 Andalucía;Española;2005T2;13,85
Ambos sexos;01 Andalucía;Española;2005T1;14,38
Ambos sexos;01 Andalucía;Española;2004T4;15,93
Ambos sexos;01 Andalucía;Española;2004T3;17,12
Ambos sexos;01 Andalucía;Española;2004T2;17,43
Ambos sexos;01 Andalucía;Española;2004T1;17,24
Ambos sexos;01 Andalucía;Española;2003T4;18,47
Ambos sexos;01 Andalucía;Española;2003T3;18,68
