Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Hombres;08 Castilla - La Mancha;Extranjera: Total;2012T3;42,72
Hombres;08 Castilla - La Mancha;Extranjera: Total;2012T2;42,9
Hombres;08 Castilla - La Mancha;Extranjera: Total;2012T1;40,47
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011T4;33,14
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011T3;29,94
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011T2;32,83
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011T1;28,52
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010T4;31,55
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010T3;31,27
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010T2;35,05
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010T1;39,68
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009T4;32,98
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009T3;31,72
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009T2;37,08
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009T1;30,6
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008T4;26,1
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008T3;15,68
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008T2;13,72
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008T1;12,23
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007T4;12,81
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007T3;11,28
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007T2;13,5
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007T1;9,91
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006T4;9,61
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006T3;10,42
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006T2;10,25
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006T1;6,58
Hombres;08 Castilla - La Mancha;Extranjera: Total;2005T4;9,91
Hombres;08 Castilla - La Mancha;Extranjera: Total;2005T3;7,6
Hombres;08 Castilla - La Mancha;Extranjera: Total;2005T2;4,67
Hombres;08 Castilla - La Mancha;Extranjera: Total;2005T1;3,95
Hombres;08 Castilla - La Mancha;Extranjera: Total;2004T4;9,5
Hombres;08 Castilla - La Mancha;Extranjera: Total;2004T3;5,79
Hombres;08 Castilla - La Mancha;Extranjera: Total;2004T2;6,54
Hombres;08 Castilla - La Mancha;Extranjera: Total;2004T1;5,74
Hombres;08 Castilla - La Mancha;Extranjera: Total;2003T4;10,96
Hombres;08 Castilla - La Mancha;Extranjera: Total;2003T3;15,23
Hombres;08 Castilla - La Mancha;Extranjera: Total;2003T2;17,71
Hombres;08 Castilla - La Mancha;Extranjera: Total;2003T1;18,36
Hombres;08 Castilla - La Mancha;Extranjera: Total;2002T4;10,55
Hombres;08 Castilla - La Mancha;Extranjera: Total;2002T3;13,64
Hombres;08 Castilla - La Mancha;Extranjera: Total;2002T2;23,22
Hombres;08 Castilla - La Mancha;Extranjera: Total;2002T1;16,4
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2025T4;9
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2025T3;11,95
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2025T2;4,25
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2025T1;6,18
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2024T4;6,8
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2024T3;10,27
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2024T2;12,24
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2024T1;11,18
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2023T4;10,09
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2023T3;7,15
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2023T2;7,83
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2023T1;14,63
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022T4;12,11
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022T3;17,45
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022T2;16,45
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022T1;4,22
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021T4;6,09
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021T3;7,5
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021T2;27,26
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021T1;15,87
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020T4;12,24
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020T3;26,56
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020T2;15,23
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020T1;15,23
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019T4;14,16
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019T3;10,59
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019T2;12,04
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019T1;14,5
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018T4;14,54
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018T3;12,46
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018T2;15,57
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018T1;24,33
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017T4;24,96
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017T3;18,09
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017T2;23,66
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017T1;21,64
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016T4;22,55
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016T3;30,67
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016T2;20,84
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016T1;16,27
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015T4;27,15
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015T3;22,09
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015T2;26,61
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015T1;26,45
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014T4;28,34
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014T3;26,05
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014T2;29,15
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014T1;40,46
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013T4;40,71
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013T3;42,49
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013T2;31,94
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013T1;30,3
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012T4;29,85
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012T3;35,86
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012T2;34,67
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012T1;42,35
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011T4;30,27
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011T3;26,27
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011T2;31,93
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011T1;27,08
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010T4;28,96
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010T3;26,38
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010T2;28,65
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010T1;33,04
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009T4;21,41
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009T3;23,93
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009T2;29,99
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009T1;27,31
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008T4;17,91
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008T3;15,1
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008T2;9,77
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008T1;15,84
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007T4;11,99
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007T3;13,45
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007T2;14,11
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007T1;10,64
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006T4;6,02
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006T3;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006T2;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006T1;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2005T4;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2005T3;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2005T2;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2005T1;..
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2004T4;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2004T3;3,28
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2004T2;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2004T1;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2003T4;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2003T3;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2003T2;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2003T1;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2002T4;0
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2002T3;37,84
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2002T2;38,76
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2002T1;0
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2025T4;17,77
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2025T3;11,24
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2025T2;16,68
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2025T1;18,08
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2024T4;13,08
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2024T3;14,96
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2024T2;18,28
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2024T1;24,01
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2023T4;15,73
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2023T3;27,92
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2023T2;18,69
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2023T1;24,7
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022T4;22,45
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022T3;20,69
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022T2;15,97
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022T1;14,8
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021T4;12,8
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021T3;12,72
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021T2;19,01
